category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
RCTM	HSA-74160	19	1476	9606	RBX1,CCNA1,CDK4,ELOB,CCNE1,CDK6,CDK2,RB1,SKP2,E2F1,RRM2,CDK1,CRCP,CDKN1A,CDC7,CDKN2A,CCNE2,ELOC,CCNA2	RBX1,CCNA1,CDK4,ELOB,CCNE1,CDK6,CDK2,RB1,SKP2,E2F1,RRM2,CDK1,CRCP,CDKN1A,CDC7,CDKN2A,CCNE2,ELOC,CCNA2	5.27e-07	1.47e-05	Gene expression (Transcription)
Process	GO:0010971	5	28	9606	CDK4,CDC25A,DTL,CDK1,CDC7	CDK4,CDC25A,DTL,CDK1,CDC7	9.84e-08	1.48e-05	Positive regulation of G2/M transition of mitotic cell cycle
RCTM	HSA-453274	8	197	9606	RBX1,CCNA1,CDK2,CDC25A,E2F1,CDK1,CDKN1A,CCNA2	RBX1,CCNA1,CDK2,CDC25A,E2F1,CDK1,CDKN1A,CCNA2	5.67e-07	1.56e-05	Mitotic G2-G2/M phases
RCTM	HSA-3700989	10	361	9606	CCNA1,ELOB,CCNE1,CDK2,E2F1,CDK1,CDKN1A,CCNE2,ELOC,CCNA2	CCNA1,ELOB,CCNE1,CDK2,E2F1,CDK1,CDKN1A,CCNE2,ELOC,CCNA2	6.1e-07	1.64e-05	Transcriptional Regulation by TP53
HPO	HP:0000193	8	135	9606	CDC6,ORC6,GMNN,CDT1,REV3L,ORC1,POLA1,ORC4	CDC6,ORC6,GMNN,CDT1,REV3L,ORC1,POLA1,ORC4	3.55e-08	1.73e-05	Bifid uvula
Process	GO:0031323	41	5681	9606	CDC6,MCM5,RBX1,CHRAC1,GMNN,ORC2,MAD2L2,GINS2,CCNA1,ORC3,CDK4,MCM4,ELOB,GINS1,CCNE1,MCM6,MCM2,DBF4,CDK6,CDK2,RB1,TICRR,GINS4,ORC5,CDT1,CDC25A,DONSON,MCM7,E2F1,POLE3,CDK1,CDKN1A,CDC7,GINS3,CDKN2A,CCNE2,POLG2,ELOC,MCM3,CCNA2,PRIM2	CDC6,MCM5,RBX1,CHRAC1,GMNN,ORC2,MAD2L2,GINS2,CCNA1,ORC3,CDK4,MCM4,ELOB,GINS1,CCNE1,MCM6,MCM2,DBF4,CDK6,CDK2,RB1,TICRR,GINS4,ORC5,CDT1,CDC25A,DONSON,MCM7,E2F1,POLE3,CDK1,CDKN1A,CDC7,GINS3,CDKN2A,CCNE2,POLG2,ELOC,MCM3,CCNA2,PRIM2	1.27e-07	1.9e-05	Regulation of cellular metabolic process
RCTM	HSA-9632700	3	3	9606	CDK4,CDK6,CDKN2A	CDK4,CDK6,CDKN2A	8.08e-07	2.14e-05	Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6
RCTM	HSA-9630794	3	3	9606	CDK4,CDK6,CDKN2A	CDK4,CDK6,CDKN2A	8.08e-07	2.14e-05	Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6
RCTM	HSA-174143	6	87	9606	CCNA1,CDK2,RB1,SKP2,CDK1,CCNA2	CCNA1,CDK2,RB1,SKP2,CDK1,CCNA2	8.7e-07	2.14e-05	APC/C-mediated degradation of cell cycle proteins
RCTM	HSA-170145	3	3	9606	CCNA1,CDK1,CCNA2	CCNA1,CDK1,CCNA2	8.08e-07	2.14e-05	Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes
KEGG	hsa04914	6	95	9606	MAD2L2,CCNA1,CDK2,CDC25A,CDK1,CCNA2	MAD2L2,CCNA1,CDK2,CDC25A,CDK1,CCNA2	1.41e-06	2.26e-05	Progesterone-mediated oocyte maturation
WikiPathways	WP4263	6	86	9606	CDK4,CDK6,RB1,E2F1,CDKN1A,CDKN2A	CDK4,CDK6,RB1,E2F1,CDKN1A,CDKN2A	8.16e-07	2.36e-05	Pancreatic adenocarcinoma pathway
KEGG	hsa05215	6	97	9606	CCNE1,CDK2,RB1,E2F1,CDKN1A,CCNE2	CCNE1,CDK2,RB1,E2F1,CDKN1A,CCNE2	1.59e-06	2.42e-05	Prostate cancer
Pfam	PF14551	4	4	9606	MCM5,MCM4,MCM2,MCM7	MCM5,MCM4,MCM2,MCM7	9.41e-09	2.56e-05	MCM N-terminal domain
HPO	HP:0002750	10	280	9606	CDC6,ORC6,GMNN,CDT1,DONSON,MCM9,POLE,ORC1,POLA1,ORC4	CDC6,ORC6,GMNN,CDT1,DONSON,MCM9,POLE,ORC1,POLA1,ORC4	6.27e-08	2.64e-05	Delayed skeletal maturation
KEGG	hsa05206	7	159	9606	CCNE1,CDK6,CDC25A,E2F1,CDKN1A,CDKN2A,CCNE2	CCNE1,CDK6,CDC25A,E2F1,CDKN1A,CDKN2A,CCNE2	1.81e-06	2.64e-05	MicroRNAs in cancer
Process	GO:0044249	25	2362	9606	POLE2,CHRAC1,MAD2L2,ELOB,POLD3,POLA2,CDK2,RB1,POLE,E2F1,PRIM1,REV3L,RRM2,DTL,POLE3,POLA1,CRCP,POLG,POLE4,POLG2,ELOC,POLD2,CCNA2,PRIM2,MCM8-2	POLE2,CHRAC1,MAD2L2,ELOB,POLD3,POLA2,CDK2,RB1,POLE,E2F1,PRIM1,REV3L,RRM2,DTL,POLE3,POLA1,CRCP,POLG,POLE4,POLG2,ELOC,POLD2,CCNA2,PRIM2,MCM8-2	1.95e-07	2.86e-05	Cellular biosynthetic process
Keyword	KW-0498	9	275	9606	CDC6,MAD2L2,CCNA1,CDK2,CDT1,CDC25A,MCMBP,CDK1,CCNA2	CDC6,MAD2L2,CCNA1,CDK2,CDT1,CDC25A,MCMBP,CDK1,CCNA2	6.13e-07	2.94e-05	Mitosis
HPO	HP:0001363	8	150	9606	CDC6,ORC6,GMNN,CDT1,DONSON,ORC1,POLA1,ORC4	CDC6,ORC6,GMNN,CDT1,DONSON,ORC1,POLA1,ORC4	7.71e-08	3.05e-05	Craniosynostosis
HPO	HP:0003510	7	97	9606	CDC6,ORC6,GMNN,CDT1,POLE,ORC1,ORC4	CDC6,ORC6,GMNN,CDT1,POLE,ORC1,ORC4	7.51e-08	3.05e-05	Severe short stature
Process	GO:0007095	5	34	9606	TICRR,DONSON,DTL,CDK1,CDKN1A	TICRR,DONSON,DTL,CDK1,CDKN1A	2.35e-07	3.41e-05	Mitotic G2 DNA damage checkpoint signaling
WikiPathways	WP5300	5	49	9606	CDK4,CCNE1,CDK2,RB1,CDKN2A	CDK4,CCNE1,CDK2,RB1,CDKN2A	1.24e-06	3.45e-05	TROP2 regulatory signaling
HPO	HP:0004209	10	292	9606	CDC6,ORC6,GMNN,MAD2L2,CDT1,DONSON,REV3L,ORC1,POLA1,ORC4	CDC6,ORC6,GMNN,MAD2L2,CDT1,DONSON,REV3L,ORC1,POLA1,ORC4	9.16e-08	3.49e-05	Clinodactyly of the 5th finger
HPO	HP:0009179	10	293	9606	CDC6,ORC6,GMNN,MAD2L2,CDT1,DONSON,REV3L,ORC1,POLA1,ORC4	CDC6,ORC6,GMNN,MAD2L2,CDT1,DONSON,REV3L,ORC1,POLA1,ORC4	9.44e-08	3.49e-05	Deviation of the 5th finger
HPO	HP:0001511	12	469	9606	CDC6,ORC6,GMNN,MAD2L2,MCM4,GINS1,CDT1,DONSON,POLE,ORC1,POLA1,ORC4	CDC6,ORC6,GMNN,MAD2L2,MCM4,GINS1,CDT1,DONSON,POLE,ORC1,POLA1,ORC4	9.41e-08	3.49e-05	Intrauterine growth retardation
InterPro	IPR003593	8	139	9606	CDC6,MCM7,MCM9,ORC1,MCM8,ORC4,MCM3,MCM8-2	CDC6,MCM7,MCM9,ORC1,MCM8,ORC4,MCM3,MCM8-2	4.4e-08	3.51e-05	AAA+ ATPase domain
HPO	HP:0003100	6	59	9606	CDC6,ORC6,GMNN,CDT1,ORC1,ORC4	CDC6,ORC6,GMNN,CDT1,ORC1,ORC4	1.02e-07	3.55e-05	Slender long bone
HPO	HP:0000176	6	59	9606	CDC6,ORC6,GMNN,CDT1,ORC1,ORC4	CDC6,ORC6,GMNN,CDT1,ORC1,ORC4	1.02e-07	3.55e-05	Submucous cleft hard palate
Function	GO:0003682	13	584	9606	GMNN,TICRR,CDT1,MCM9,POLE,MCMBP,WDHD1,ORC1,POLE3,MCM8,POLA1,CDK1,POLG	GMNN,TICRR,CDT1,MCM9,POLE,MCMBP,WDHD1,ORC1,POLE3,MCM8,POLA1,CDK1,POLG	1.25e-07	3.63e-05	Chromatin binding
WikiPathways	WP3611	5	50	9606	CCNE1,RB1,CDKN1A,CDKN2A,CCNA2	CCNE1,RB1,CDKN1A,CDKN2A,CCNA2	1.36e-06	3.66e-05	Photodynamic therapy-induced AP-1 survival signaling
Component	GO:0097134	3	3	9606	CCNE1,CDK2,CCNE2	CCNE1,CDK2,CCNE2	8.08e-07	4.03e-05	Cyclin E1-CDK2 complex
Keyword	KW-0067	18	1379	9606	CDC6,MCM5,CDK4,MCM4,MCM6,MCM2,CDK6,CDK2,ORC5,MCM7,MCM9,ORC1,MCM8,CDK1,CDC7,ORC4,MCM3,MCM8-2	CDC6,MCM5,CDK4,MCM4,MCM6,MCM2,CDK6,CDK2,ORC5,MCM7,MCM9,ORC1,MCM8,CDK1,CDC7,ORC4,MCM3,MCM8-2	9.31e-07	4.17e-05	ATP-binding
Function	GO:0000166	24	2168	9606	CDC6,MCM5,CDK4,MCM4,MCM6,MCM2,CDK6,CDK2,ORC5,MCM7,MCM9,POLE,PRIM1,REV3L,ORC1,MCM8,POLA1,CDK1,CRCP,CDC7,MCMDC2,ORC4,MCM3,MCM8-2	CDC6,MCM5,CDK4,MCM4,MCM6,MCM2,CDK6,CDK2,ORC5,MCM7,MCM9,POLE,PRIM1,REV3L,ORC1,MCM8,POLA1,CDK1,CRCP,CDC7,MCMDC2,ORC4,MCM3,MCM8-2	1.67e-07	4.57e-05	Nucleotide binding
COMPARTMENTS	GOCC:0097373	3	3	9606	MCM4,MCM6,MCM7	MCM4,MCM6,MCM7	8.08e-07	4.65e-05	MCM core complex
COMPARTMENTS	GOCC:0097134	3	3	9606	CCNE1,CDK2,CCNE2	CCNE1,CDK2,CCNE2	8.08e-07	4.65e-05	Cyclin E1-CDK2 complex
HPO	HP:0000372	6	64	9606	CDC6,ORC6,GMNN,CDT1,ORC1,ORC4	CDC6,ORC6,GMNN,CDT1,ORC1,ORC4	1.59e-07	4.98e-05	Abnormality of the auditory canal
COMPARTMENTS	GOCC:0000785	11	476	9606	CHRAC1,ORC2,ORC3,CDK4,MCM2,RB1,ORC5,MCM7,E2F1,POLE3,CDKN2A	CHRAC1,ORC2,ORC3,CDK4,MCM2,RB1,ORC5,MCM7,E2F1,POLE3,CDKN2A	9.11e-07	4.99e-05	Chromatin
Process	GO:1901576	25	2438	9606	POLE2,CHRAC1,MAD2L2,ELOB,POLD3,POLA2,CDK2,RB1,POLE,E2F1,PRIM1,REV3L,RRM2,DTL,POLE3,POLA1,CRCP,POLG,POLE4,POLG2,ELOC,POLD2,CCNA2,PRIM2,MCM8-2	POLE2,CHRAC1,MAD2L2,ELOB,POLD3,POLA2,CDK2,RB1,POLE,E2F1,PRIM1,REV3L,RRM2,DTL,POLE3,POLA1,CRCP,POLG,POLE4,POLG2,ELOC,POLD2,CCNA2,PRIM2,MCM8-2	3.58e-07	5.15e-05	Organic substance biosynthetic process
Component	GO:0005622	67	14891	9606	CDC6,MCM5,RBX1,POLE2,ORC6,CHRAC1,GMNN,ORC2,MAD2L2,GINS2,CCNA1,ORC3,CDK4,MCM4,ELOB,GINS1,CCNE1,POLD3,MCM6,MCM2,POLA2,DBF4,CDK6,CDK2,RB1,TICRR,SKP2,GINS4,ORC5,LRR1,CDT1,CDC25A,DONSON,MCM7,MCM9,POLE,E2F1,PRIM1,REV3L,MCMBP,RRM2,WDHD1,DTL,ORC1,RPA4,POLE3,MCM8,POLA1,CDK1,CRCP,CDKN1A,CDC7,POLG,GINS3,CUL2,MCM10,CDKN2A,POLE4,CCNE2,ORC4,POLG2,ELOC,POLD2,MCM3,CCNA2,PRIM2,MCM8-2	CDC6,MCM5,RBX1,POLE2,ORC6,CHRAC1,GMNN,ORC2,MAD2L2,GINS2,CCNA1,ORC3,CDK4,MCM4,ELOB,GINS1,CCNE1,POLD3,MCM6,MCM2,POLA2,DBF4,CDK6,CDK2,RB1,TICRR,SKP2,GINS4,ORC5,LRR1,CDT1,CDC25A,DONSON,MCM7,MCM9,POLE,E2F1,PRIM1,REV3L,MCMBP,RRM2,WDHD1,DTL,ORC1,RPA4,POLE3,MCM8,POLA1,CDK1,CRCP,CDKN1A,CDC7,POLG,GINS3,CUL2,MCM10,CDKN2A,POLE4,CCNE2,ORC4,POLG2,ELOC,POLD2,MCM3,CCNA2,PRIM2,MCM8-2	1.14e-06	5.55e-05	Intracellular anatomical structure
Process	GO:2000105	4	14	9606	DBF4,CDK2,CDT1,CDC7	DBF4,CDK2,CDT1,CDC7	4.01e-07	5.71e-05	Positive regulation of DNA-templated DNA replication
HPO	HP:0008665	6	66	9606	CDC6,ORC6,GMNN,CDT1,ORC1,ORC4	CDC6,ORC6,GMNN,CDT1,ORC1,ORC4	1.89e-07	5.76e-05	Clitoral hypertrophy
Function	GO:0030332	5	34	9606	CDK4,CDK6,CDK2,CDK1,CDKN1A	CDK4,CDK6,CDK2,CDK1,CDKN1A	2.35e-07	5.79e-05	Cyclin binding
RCTM	HSA-8951664	8	242	9606	RBX1,ELOB,SKP2,LRR1,DTL,CDKN1A,CUL2,ELOC	RBX1,ELOB,SKP2,LRR1,DTL,CDKN1A,CUL2,ELOC	2.51e-06	6.04e-05	Neddylation
KEGG	hsa05211	5	65	9606	RBX1,ELOB,CDKN1A,CUL2,ELOC	RBX1,ELOB,CDKN1A,CUL2,ELOC	4.54e-06	6.36e-05	Renal cell carcinoma
HPO	HP:0000927	10	327	9606	CDC6,ORC6,GMNN,CDT1,DONSON,MCM9,POLE,ORC1,POLA1,ORC4	CDC6,ORC6,GMNN,CDT1,DONSON,MCM9,POLE,ORC1,POLA1,ORC4	2.53e-07	6.86e-05	Abnormality of skeletal maturation
Process	GO:0045740	5	40	9606	DBF4,CDK2,CDT1,CDK1,CDC7	DBF4,CDK2,CDT1,CDK1,CDC7	4.9e-07	6.86e-05	Positive regulation of DNA replication
TISSUES	BTO:0001421	10	300	9606	MCM5,ORC6,MCM4,MCM6,POLA2,RB1,MCM7,CDKN2A,POLG2,MCM3	MCM5,ORC6,MCM4,MCM6,POLA2,RB1,MCM7,CDKN2A,POLG2,MCM3	1.17e-07	7.08e-05	Uterine cervix
COMPARTMENTS	GOCC:0055029	6	94	9606	POLA2,PRIM1,POLA1,CRCP,MCM3,PRIM2	POLA2,PRIM1,POLA1,CRCP,MCM3,PRIM2	1.33e-06	7.14e-05	Nuclear DNA-directed RNA polymerase complex
KEGG	hsa04114	6	121	9606	RBX1,MAD2L2,CCNE1,CDK2,CDK1,CCNE2	RBX1,MAD2L2,CCNE1,CDK2,CDK1,CCNE2	5.38e-06	7.22e-05	Oocyte meiosis
COMPARTMENTS	GOCC:0097128	3	4	9606	CDK4,CDK6,CDK2	CDK4,CDK6,CDK2	1.41e-06	7.38e-05	Cyclin D1-CDK4 complex
COMPARTMENTS	GOCC:0097362	3	4	9606	MCM9,MCM8,MCM8-2	MCM9,MCM8,MCM8-2	1.41e-06	7.38e-05	MCM8-MCM9 complex
HPO	HP:0031093	10	332	9606	CDC6,ORC6,GMNN,CDK4,CDT1,POLE,REV3L,ORC1,CDKN2A,ORC4	CDC6,ORC6,GMNN,CDK4,CDT1,POLE,REV3L,ORC1,CDKN2A,ORC4	2.9e-07	7.69e-05	Abnormal breast morphology
WikiPathways	WP2263	6	109	9606	CDK4,CDK2,RB1,CDC25A,E2F1,CDK1	CDK4,CDK2,RB1,CDC25A,E2F1,CDK1	3.02e-06	7.87e-05	Androgen receptor network in prostate cancer
HPO	HP:0003561	4	13	9606	ORC6,CDT1,ORC1,ORC4	ORC6,CDT1,ORC1,ORC4	3.13e-07	7.95e-05	Birth length less than 3rd percentile
RCTM	HSA-8849470	3	6	9606	CDK4,CCNE1,CDK2	CDK4,CCNE1,CDK2	3.37e-06	8.01e-05	PTK6 Regulates Cell Cycle
Process	GO:0044773	6	81	9606	CDK2,TICRR,DONSON,DTL,CDK1,CDKN1A	CDK2,TICRR,DONSON,DTL,CDK1,CDKN1A	5.86e-07	8.13e-05	Mitotic DNA damage checkpoint signaling
COMPARTMENTS	GOCC:0031462	4	21	9606	RBX1,ELOB,CUL2,ELOC	RBX1,ELOB,CUL2,ELOC	1.63e-06	8.14e-05	Cul2-RING ubiquitin ligase complex
SMART	SM00385	5	33	9606	CCNA1,CCNE1,RB1,CCNE2,CCNA2	CCNA1,CCNE1,RB1,CCNE2,CCNA2	2.05e-07	8.42e-05	Domain present in cyclins, TFIIB and Retinoblastoma
COMPARTMENTS	GOCC:0097124	3	5	9606	CCNA1,CDK2,CCNA2	CCNA1,CDK2,CCNA2	2.25e-06	0.0001	Cyclin A2-CDK2 complex
COMPARTMENTS	GOCC:0110165	65	14060	9606	CDC6,MCM5,RBX1,POLE2,ORC6,CHRAC1,GMNN,ORC2,MAD2L2,GINS2,CCNA1,ORC3,CDK4,MCM4,ELOB,GINS1,CCNE1,POLD3,MCM6,MCM2,POLA2,DBF4,CDK6,CDK2,RB1,TICRR,SKP2,GINS4,ORC5,CDT1,CDC25A,DONSON,MCM7,MCM9,POLE,E2F1,PRIM1,REV3L,MCMBP,RRM2,WDHD1,DTL,ORC1,RPA4,POLE3,MCM8,POLA1,CDK1,CRCP,CDKN1A,CDC7,POLG,GINS3,CUL2,MCM10,CDKN2A,POLE4,CCNE2,ORC4,POLG2,ELOC,POLD2,MCM3,CCNA2,PRIM2	CDC6,MCM5,RBX1,POLE2,ORC6,CHRAC1,GMNN,ORC2,MAD2L2,GINS2,CCNA1,ORC3,CDK4,MCM4,ELOB,GINS1,CCNE1,POLD3,MCM6,MCM2,POLA2,DBF4,CDK6,CDK2,RB1,TICRR,SKP2,GINS4,ORC5,CDT1,CDC25A,DONSON,MCM7,MCM9,POLE,E2F1,PRIM1,REV3L,MCMBP,RRM2,WDHD1,DTL,ORC1,RPA4,POLE3,MCM8,POLA1,CDK1,CRCP,CDKN1A,CDC7,POLG,GINS3,CUL2,MCM10,CDKN2A,POLE4,CCNE2,ORC4,POLG2,ELOC,POLD2,MCM3,CCNA2,PRIM2	2.12e-06	0.0001	Cellular anatomical entity
Process	GO:0000076	4	17	9606	CDC6,TICRR,CDT1,ORC1	CDC6,TICRR,CDT1,ORC1	7.78e-07	0.00011	DNA replication checkpoint signaling
HPO	HP:0030084	11	443	9606	CDC6,ORC6,GMNN,MAD2L2,CDT1,DONSON,POLE,REV3L,ORC1,POLA1,ORC4	CDC6,ORC6,GMNN,MAD2L2,CDT1,DONSON,POLE,REV3L,ORC1,POLA1,ORC4	4.57e-07	0.00011	Clinodactyly
Component	GO:0097124	3	5	9606	CCNA1,CDK2,CCNA2	CCNA1,CDK2,CCNA2	2.25e-06	0.00011	Cyclin A2-CDK2 complex
Process	GO:0009987	67	14826	9606	CDC6,MCM5,RBX1,POLE2,ORC6,CHRAC1,GMNN,ORC2,MAD2L2,GINS2,CCNA1,ORC3,CDK4,MCM4,ELOB,GINS1,CCNE1,POLD3,MCM6,MCM2,POLA2,DBF4,CDK6,CDK2,RB1,TICRR,SKP2,GINS4,ORC5,CDT1,CDC25A,DONSON,MCM7,MCM9,POLE,E2F1,PRIM1,REV3L,MCMBP,RRM2,WDHD1,DTL,ORC1,RPA4,POLE3,MCM8,POLA1,CDK1,CRCP,CDKN1A,CDC7,POLG,GINS3,MCMDC2,CUL2,MCM10,CDKN2A,POLE4,CCNE2,ORC4,POLG2,ELOC,POLD2,MCM3,CCNA2,PRIM2,MCM8-2	CDC6,MCM5,RBX1,POLE2,ORC6,CHRAC1,GMNN,ORC2,MAD2L2,GINS2,CCNA1,ORC3,CDK4,MCM4,ELOB,GINS1,CCNE1,POLD3,MCM6,MCM2,POLA2,DBF4,CDK6,CDK2,RB1,TICRR,SKP2,GINS4,ORC5,CDT1,CDC25A,DONSON,MCM7,MCM9,POLE,E2F1,PRIM1,REV3L,MCMBP,RRM2,WDHD1,DTL,ORC1,RPA4,POLE3,MCM8,POLA1,CDK1,CRCP,CDKN1A,CDC7,POLG,GINS3,MCMDC2,CUL2,MCM10,CDKN2A,POLE4,CCNE2,ORC4,POLG2,ELOC,POLD2,MCM3,CCNA2,PRIM2,MCM8-2	8.72e-07	0.00012	Cellular process
WikiPathways	WP2032	5	66	9606	CDK4,CCNE1,CDK2,RB1,E2F1	CDK4,CCNE1,CDK2,RB1,E2F1	4.87e-06	0.00012	Thyroid stimulating hormone (TSH) signaling pathway
RCTM	HSA-8878166	6	119	9606	RBX1,CDK4,RB1,SKP2,CDK1,CDKN1A	RBX1,CDK4,RB1,SKP2,CDK1,CDKN1A	4.9e-06	0.00012	Transcriptional regulation by RUNX2
Component	GO:0031462	4	24	9606	RBX1,ELOB,CUL2,ELOC	RBX1,ELOB,CUL2,ELOC	2.61e-06	0.00012	Cul2-RING ubiquitin ligase complex
TISSUES	BTO:0000744	11	419	9606	MCM4,CDK6,CDK2,RB1,CDT1,MCM7,E2F1,RRM2,CDK1,CCNE2,MCM3	MCM4,CDK6,CDK2,RB1,CDT1,MCM7,E2F1,RRM2,CDK1,CCNE2,MCM3	2.66e-07	0.00013	Lymphocytic leukemia cell
Function	GO:0005524	19	1491	9606	CDC6,MCM5,CDK4,MCM4,MCM6,MCM2,CDK6,CDK2,ORC5,MCM7,MCM9,ORC1,MCM8,CDK1,CDC7,MCMDC2,ORC4,MCM3,MCM8-2	CDC6,MCM5,CDK4,MCM4,MCM6,MCM2,CDK6,CDK2,ORC5,MCM7,MCM9,ORC1,MCM8,CDK1,CDC7,MCMDC2,ORC4,MCM3,MCM8-2	6.13e-07	0.00014	ATP binding
RCTM	HSA-69275	7	195	9606	RBX1,CCNA1,CDK2,CDC25A,CDK1,CDKN1A,CCNA2	RBX1,CCNA1,CDK2,CDC25A,CDK1,CDKN1A,CCNA2	6.62e-06	0.00015	G2/M Transition
Process	GO:0071900	10	386	9606	CDC6,CCNA1,CCNE1,DBF4,RB1,CDC25A,CDKN1A,CDKN2A,CCNE2,CCNA2	CDC6,CCNA1,CCNE1,DBF4,RB1,CDC25A,CDKN1A,CDKN2A,CCNE2,CCNA2	1.1e-06	0.00015	Regulation of protein serine/threonine kinase activity
WikiPathways	WP4204	4	31	9606	CDK4,CDK6,RB1,CDKN2A	CDK4,CDK6,RB1,CDKN2A	6.56e-06	0.00016	Tumor suppressor activity of SMARCB1
WikiPathways	WP3300	3	8	9606	RBX1,ELOB,ELOC	RBX1,ELOB,ELOC	6.58e-06	0.00016	Dual hijack model of Vif in HIV infection
InterPro	IPR013763	5	34	9606	CCNA1,CCNE1,RB1,CCNE2,CCNA2	CCNA1,CCNE1,RB1,CCNE2,CCNA2	2.35e-07	0.00017	Cyclin-like domain
RCTM	HSA-9645723	5	73	9606	POLA2,CDC25A,PRIM1,POLA1,PRIM2	POLA2,CDC25A,PRIM1,POLA1,PRIM2	7.75e-06	0.00018	Diseases of programmed cell death
Process	GO:0006272	3	4	9606	POLE,POLE3,POLA1	POLE,POLE3,POLA1	1.41e-06	0.00018	Leading strand elongation
KEGG	hsa05226	6	146	9606	CCNE1,CDK2,RB1,E2F1,CDKN1A,CCNE2	CCNE1,CDK2,RB1,E2F1,CDKN1A,CCNE2	1.51e-05	0.00019	Gastric cancer
SMART	SM00350	3	3	9606	MCM5,MCM6,MCM2	MCM5,MCM6,MCM2	8.08e-07	0.00022	Minichromosome  maintenance proteins
COMPARTMENTS	GOCC:0070449	3	7	9606	ELOB,CUL2,ELOC	ELOB,CUL2,ELOC	4.8e-06	0.00022	Elongin complex
RCTM	HSA-6804757	4	35	9606	CCNA1,CDK2,CDK1,CCNA2	CCNA1,CDK2,CDK1,CCNA2	1.02e-05	0.00023	Regulation of TP53 Degradation
Keyword	KW-0195	4	30	9606	CCNA1,CCNE1,CCNE2,CCNA2	CCNA1,CCNE1,CCNE2,CCNA2	5.82e-06	0.00024	Cyclin
Component	GO:0055029	6	121	9606	POLA2,PRIM1,POLA1,CRCP,MCM3,PRIM2	POLA2,PRIM1,POLA1,CRCP,MCM3,PRIM2	5.38e-06	0.00024	Nuclear DNA-directed RNA polymerase complex
Function	GO:0019887	8	221	9606	CCNA1,CDK4,CCNE1,DBF4,CDKN1A,CDKN2A,CCNE2,CCNA2	CCNA1,CDK4,CCNE1,DBF4,CDKN1A,CDKN2A,CCNE2,CCNA2	1.31e-06	0.00027	Protein kinase regulator activity
KEGG	hsa05160	6	157	9606	CDK4,CDK6,CDK2,RB1,E2F1,CDKN1A	CDK4,CDK6,CDK2,RB1,E2F1,CDKN1A	2.24e-05	0.00028	Hepatitis C
Component	GO:0031466	3	8	9606	RBX1,ELOB,ELOC	RBX1,ELOB,ELOC	6.58e-06	0.00029	Cul5-RING ubiquitin ligase complex
SMART	SM00486	3	4	9606	POLE,REV3L,POLA1	POLE,REV3L,POLA1	1.41e-06	0.00029	DNA polymerase type-B family
COMPARTMENTS	GOCC:0031466	3	8	9606	RBX1,ELOB,ELOC	RBX1,ELOB,ELOC	6.58e-06	0.00029	Cul5-RING ubiquitin ligase complex
Function	GO:0019899	22	2084	9606	CDC6,RBX1,GMNN,MAD2L2,ELOB,CCNE1,MCM2,RB1,CDT1,CDC25A,MCM9,E2F1,MCM8,POLA1,CDKN1A,POLG,CUL2,MCM10,CDKN2A,CCNE2,POLG2,CCNA2	CDC6,RBX1,GMNN,MAD2L2,ELOB,CCNE1,MCM2,RB1,CDT1,CDC25A,MCM9,E2F1,MCM8,POLA1,CDKN1A,POLG,CUL2,MCM10,CDKN2A,CCNE2,POLG2,CCNA2	1.48e-06	0.00029	Enzyme binding
Process	GO:2000045	7	164	9606	CDC6,CDK2,RB1,E2F1,RRM2,CDKN1A,CDKN2A	CDC6,CDK2,RB1,E2F1,RRM2,CDKN1A,CDKN2A	2.2e-06	0.00029	Regulation of G1/S transition of mitotic cell cycle
KEGG	hsa05225	6	161	9606	CDK4,CDK6,RB1,E2F1,CDKN1A,CDKN2A	CDK4,CDK6,RB1,E2F1,CDKN1A,CDKN2A	2.56e-05	0.0003	Hepatocellular carcinoma
KEGG	hsa01522	5	94	9606	CDK4,RB1,E2F1,CDKN1A,CDKN2A	CDK4,RB1,E2F1,CDKN1A,CDKN2A	2.48e-05	0.0003	Endocrine resistance
Process	GO:0032774	11	531	9606	ELOB,POLA2,CDK2,RB1,E2F1,PRIM1,POLA1,CRCP,ELOC,CCNA2,PRIM2	ELOB,POLA2,CDK2,RB1,E2F1,PRIM1,POLA1,CRCP,ELOC,CCNA2,PRIM2	2.57e-06	0.00033	RNA biosynthetic process
Process	GO:0000086	5	58	9606	CDK2,SKP2,CDC25A,CDK1,CCNA2	CDK2,SKP2,CDC25A,CDK1,CCNA2	2.69e-06	0.00034	G2/M transition of mitotic cell cycle
InterPro	IPR036915	5	41	9606	CCNA1,CCNE1,RB1,CCNE2,CCNA2	CCNA1,CCNE1,RB1,CCNE2,CCNA2	5.48e-07	0.00036	Cyclin-like superfamily
